Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
575500, Pardubice, Obec: Přelouč,180,119,119,9,1,0,22,1,3,14,0,4,2,0,0,7,1,3,31,0,0,3,2,0,0,14,0
575500, Pardubice, Obec: Přelouč,154,86,86,8,0,0,10,0,7,13,0,1,2,0,0,13,0,0,14,0,0,5,1,0,0,11,0
575500, Pardubice, Obec: Přelouč,95,61,61,3,0,0,4,0,3,8,0,0,0,0,0,12,0,1,21,0,0,0,0,0,0,8,0
575500, Pardubice, Obec: Přelouč,134,94,93,13,0,0,3,0,6,13,3,0,3,2,1,5,0,2,29,0,0,1,2,0,0,10,0
575500, Pardubice, Obec: Přelouč,49,36,36,1,0,0,4,0,4,4,0,0,0,0,0,5,0,0,13,0,0,1,0,0,1,3,0
575518, Pardubice, Obec: Přelovice,119,"68,00",118,3,2,0,7,0,3,17,0,3,0,0,0,11,0,4,46,0,0,8,0,0,0,13,1
575526, Pardubice, Obec: Přepychy,61,"85,92",61,2,0,0,1,0,4,8,0,0,1,0,0,9,0,2,20,0,0,3,0,0,0,11,0
575534, Pardubice, Obec: Ráby,302,"64,53",301,65,0,0,20,0,14,16,7,2,9,0,1,40,0,24,80,0,0,7,0,1,0,12,3
575551, Pardubice, Obec: Rohovládova Bělá,304,"66,09",302,26,1,0,17,0,21,20,3,1,4,0,1,30,0,5,117,0,2,22,0,1,1,26,4
575569, Pardubice, Obec: Rohoznice,153,"68,30",153,14,0,0,3,0,8,12,0,2,0,0,0,8,0,4,76,1,0,2,0,0,0,23,0
575577, Pardubice, Obec: Rokytno,535,333,333,32,1,0,18,0,17,16,11,2,3,0,0,47,0,10,113,0,1,23,3,2,1,31,1
575577, Pardubice, Obec: Rokytno,141,95,95,4,0,0,4,0,4,8,2,2,0,0,0,9,0,8,37,1,0,10,0,0,0,6,0
575593, Pardubice, Obec: Rybitví,656,"57,90",656,59,1,1,53,0,22,67,10,7,7,0,0,66,3,20,229,1,2,12,5,4,2,82,3
575607, Pardubice, Obec: Řečany nad Labem,923,643,643,54,1,3,33,0,227,39,0,4,3,0,0,47,0,23,140,2,2,10,0,1,1,47,2
575607, Pardubice, Obec: Řečany nad Labem,173,126,126,13,0,0,3,0,50,14,0,0,2,0,0,7,0,0,31,0,1,1,0,0,0,3,0
575615, Pardubice, Obec: Selmice,47,"47,47",47,1,0,0,4,0,7,11,0,0,2,0,0,1,0,1,15,0,1,0,0,0,0,4,0
575623, Pardubice, Obec: Semín,292,"61,47",290,26,0,1,21,1,40,31,3,2,4,0,0,23,0,10,93,0,1,7,4,0,0,23,0
575640, Pardubice, Obec: Sezemice,793,515,514,75,0,0,25,0,49,31,8,2,5,0,3,43,0,25,154,1,1,24,4,1,0,53,3
575640, Pardubice, Obec: Sezemice,689,467,467,60,0,2,19,0,32,22,5,4,9,0,1,47,0,15,158,2,2,30,4,1,1,53,0
575640, Pardubice, Obec: Sezemice,844,583,583,58,1,1,44,1,52,35,6,1,8,0,2,55,0,31,191,1,0,36,1,2,0,52,1
575640, Pardubice, Obec: Sezemice,92,62,62,5,0,0,2,0,4,4,0,0,2,0,0,8,0,3,28,0,0,6,0,0,0,0,0
575640, Pardubice, Obec: Sezemice,135,104,104,10,0,0,8,0,5,6,2,0,2,0,0,9,0,8,33,0,0,8,0,0,0,12,0
575640, Pardubice, Obec: Sezemice,49,32,32,2,0,0,1,0,2,1,0,0,0,0,0,4,0,0,15,0,0,3,0,0,0,3,0
575640, Pardubice, Obec: Sezemice,147,92,92,7,1,0,9,0,1,6,2,1,1,0,0,11,0,7,30,0,0,5,0,0,2,8,0
575640, Pardubice, Obec: Sezemice,226,179,179,35,0,2,6,0,7,4,4,1,1,0,0,22,0,23,49,0,0,11,4,1,0,7,0
575658, Pardubice, Obec: Slepotice,227,"64,86",226,26,0,0,21,0,13,18,8,0,3,0,0,18,0,4,77,0,0,13,2,1,0,21,1
575666, Pardubice, Obec: Sopřeč,115,"52,04",114,11,0,0,18,0,9,5,3,2,2,0,0,8,0,1,38,2,0,3,1,0,0,10,1
573027, Pardubice, Obec: Sovolusky,72,"67,92",72,4,0,0,7,0,5,10,0,1,0,0,2,9,0,0,18,0,0,1,2,0,0,13,0
574198, Pardubice, Obec: Spojil,317,"77,32",311,70,0,1,11,2,17,8,9,3,7,0,0,32,0,21,84,0,0,19,3,1,0,22,1
575682, Pardubice, Obec: Srch,969,712,712,144,0,1,31,0,25,36,7,2,17,0,0,98,0,46,201,0,1,36,12,0,0,49,1
575682, Pardubice, Obec: Srch,218,164,164,10,0,0,18,0,4,16,4,1,2,0,1,14,0,5,62,0,0,6,2,0,1,15,0
553719, Pardubice, Obec: Srnojedy,365,"67,59",363,65,0,0,15,2,14,21,3,5,11,0,2,33,0,28,111,1,0,21,2,0,0,27,2
575704, Pardubice, Obec: Staré Hradiště,995,704,704,136,0,0,39,0,50,23,9,4,14,0,1,80,1,49,211,0,2,22,5,2,1,54,1
575704, Pardubice, Obec: Staré Hradiště,390,253,253,40,0,0,19,0,9,17,0,3,6,0,1,35,0,19,72,0,0,5,0,0,1,22,2
575712, Pardubice, Obec: Staré Jesenčany,232,"75,57",232,42,0,0,14,0,10,20,1,4,4,1,0,24,1,6,67,0,0,13,1,2,1,21,0
575721, Pardubice, Obec: Staré Ždánice,314,"63,95",312,42,3,0,31,1,6,29,2,3,6,0,0,16,0,11,113,1,0,4,3,0,1,40,0
575739, Pardubice, Obec: Starý Mateřov,279,"66,59",278,40,3,0,21,0,12,5,5,5,3,0,0,32,0,11,114,0,0,9,0,0,0,18,0
572934, Pardubice, Obec: Stéblová,144,"78,69",143,14,0,0,7,0,3,12,2,1,2,0,0,21,0,7,53,0,0,4,3,1,1,12,0
575755, Pardubice, Obec: Stojice,109,"59,89",109,6,0,1,7,0,3,11,0,0,1,0,0,15,0,0,49,0,0,3,1,0,1,11,0
575763, Pardubice, Obec: Strašov,172,"65,65",168,23,0,0,16,0,23,11,3,6,3,0,1,16,0,4,30,0,0,15,0,0,0,16,1
575771, Pardubice, Obec: Svinčany,206,"58,36",206,19,0,0,10,1,6,17,4,2,2,0,0,23,0,9,76,0,0,16,1,0,1,19,0
575780, Pardubice, Obec: Svojšice,142,"68,60",142,13,0,0,15,0,10,22,3,2,1,0,0,11,0,3,40,0,1,5,0,0,0,16,0
575810, Pardubice, Obec: Tetov,94,"66,67",94,7,0,0,4,0,8,13,0,3,0,1,0,7,0,2,32,0,2,1,0,0,0,14,0
530794, Pardubice, Obec: Trnávka,100,"58,82",100,1,0,0,2,0,23,16,0,0,0,0,0,7,0,3,35,0,1,1,2,0,0,9,0
575828, Pardubice, Obec: Trusnov,106,"61,99",106,6,0,1,9,0,3,9,0,1,0,0,0,6,0,1,55,0,0,2,1,0,3,9,0
572985, Pardubice, Obec: Třebosice,115,"67,25",115,13,1,0,7,0,6,8,3,0,0,0,0,15,0,7,32,0,1,10,0,0,0,11,1
575844, Pardubice, Obec: Turkovice,119,"53,36",119,19,0,0,12,0,6,11,2,0,0,0,0,8,0,1,48,0,0,0,1,0,0,11,0
575879, Pardubice, Obec: Uhersko,146,"67,59",145,26,0,0,3,0,4,8,1,6,2,1,0,19,0,3,45,0,0,9,0,0,2,16,0
575887, Pardubice, Obec: Úhřetická Lhota,143,"65,60",141,5,0,0,11,0,9,22,2,0,9,0,1,8,0,1,56,0,0,3,0,0,0,14,0
575909, Pardubice, Obec: Újezd u Přelouče,91,"61,49",91,9,0,0,8,0,9,7,1,1,1,0,1,7,0,1,36,1,0,4,0,0,0,5,0
572888, Pardubice, Obec: Újezd u Sezemic,83,"59,71",83,4,2,0,6,1,1,3,0,1,0,0,0,12,0,6,34,0,0,3,0,0,0,10,0
575917, Pardubice, Obec: Urbanice,46,"74,19",46,7,0,0,5,0,2,3,0,0,0,0,0,8,0,1,13,0,1,0,0,0,0,6,0
575925, Pardubice, Obec: Valy,259,"65,24",256,18,0,0,15,0,18,30,1,2,5,0,0,35,0,5,74,2,0,5,2,2,0,42,0
575933, Pardubice, Obec: Vápno,57,"54,81",57,2,0,0,1,0,9,4,0,1,0,0,0,7,0,0,22,0,0,0,1,0,0,10,0
575941, Pardubice, Obec: Veliny,231,"60,95",231,31,0,0,16,1,12,21,0,2,7,0,1,21,1,2,70,0,0,8,1,0,2,35,0
575968, Pardubice, Obec: Veselí,192,"67,37",190,16,0,0,10,0,25,15,1,2,6,0,0,19,0,8,64,1,0,0,3,1,0,18,1
575984, Pardubice, Obec: Vlčí Habřina,174,"69,05",174,9,0,0,11,0,11,11,1,1,2,0,1,13,1,4,75,0,0,7,2,0,0,24,1
575992, Pardubice, Obec: Voleč,208,"71,72",206,16,0,0,9,0,16,12,1,3,2,0,0,26,0,5,76,0,1,15,2,1,1,20,0
576000, Pardubice, Obec: Vysoké Chvojno,210,"65,63",208,22,1,0,17,1,7,14,3,3,6,0,1,26,1,7,64,1,1,7,0,0,1,25,0
576018, Pardubice, Obec: Vyšehněvice,135,"66,83",133,22,0,0,5,0,11,4,4,0,3,0,1,8,0,8,39,0,2,6,0,0,1,18,1
576026, Pardubice, Obec: Zdechovice,357,210,210,5,3,0,22,0,25,33,2,2,7,0,0,22,1,10,48,1,1,9,0,0,0,15,0
576026, Pardubice, Obec: Zdechovice,121,73,73,0,0,0,2,0,7,15,1,2,1,0,0,10,0,1,17,0,0,2,1,1,0,10,2
576042, Pardubice, Obec: Žáravice,77,"70,00",75,0,0,0,5,0,1,2,0,0,7,0,0,5,0,2,42,0,0,0,0,0,0,11,0
576051, Pardubice, Obec: Živanice,658,422,422,52,1,1,29,0,24,53,1,3,2,0,3,44,0,4,147,1,0,19,4,3,1,28,0
576051, Pardubice, Obec: Živanice,113,72,72,4,0,0,4,0,5,8,3,2,0,0,0,5,0,7,28,0,0,1,0,0,0,5,0
572560, Svitavy, Obec: Banín,157,"59,47",157,7,0,0,12,0,5,23,1,3,3,0,1,14,0,4,54,0,0,18,0,0,3,8,1
572586, Svitavy, Obec: Bělá nad Svitavou,238,"57,63",237,16,0,0,24,2,9,20,3,1,2,0,1,16,0,6,99,0,1,11,0,1,1,23,1
505391, Svitavy, Obec: Bělá u Jevíčka,203,"65,48",203,8,7,0,24,0,8,34,1,1,1,0,0,15,0,3,53,0,0,8,4,0,2,33,1
577774, Svitavy, Obec: Benátky,204,"71,33",200,28,0,3,24,0,8,5,0,5,6,0,1,20,0,12,49,0,0,25,1,1,0,12,0
574309, Svitavy, Obec: Bezděčí u Trnávky,120,"67,80",119,6,0,0,10,1,6,8,0,4,1,1,0,12,0,5,45,0,1,8,0,0,0,11,0
572519, Svitavy, Obec: Biskupice,224,"60,54",224,13,0,0,26,0,31,40,2,2,1,1,0,21,0,0,55,0,0,12,0,0,2,17,1
577812, Svitavy, Obec: Bohuňov,101,"75,37",100,6,0,0,6,0,3,9,0,0,2,0,0,7,0,0,28,0,0,22,1,0,0,16,0
577821, Svitavy, Obec: Bohuňovice,52,"55,91",52,3,0,0,5,2,1,1,0,5,0,0,0,7,0,1,10,0,0,5,0,0,2,9,1
577839, Svitavy, Obec: Borová,544,"67,66",542,67,15,0,48,1,27,50,7,1,12,0,2,64,1,11,135,0,1,72,1,1,0,22,4
572632, Svitavy, Obec: Borušov,84,"57,14",84,5,2,0,5,0,5,24,1,1,0,0,0,5,0,2,21,0,1,2,0,0,3,6,1
577863, Svitavy, Obec: Brněnec,621,"56,92",618,41,0,0,66,2,15,77,9,18,3,0,0,40,0,11,227,1,2,28,1,2,3,72,0
577871, Svitavy, Obec: Březina,178,"60,96",175,7,4,0,13,0,6,32,1,0,7,0,1,9,0,2,61,0,0,5,0,1,0,24,2
572250, Svitavy, Obec: Březinky,79,"72,48",79,0,0,0,13,0,4,9,2,0,2,0,0,11,0,1,20,0,0,6,0,0,0,11,0
577898, Svitavy, Obec: Březiny,92,"74,19",92,16,0,0,11,0,5,11,2,2,0,0,0,6,0,3,22,0,0,5,0,1,0,8,0
505145, Svitavy, Obec: Březová nad Svitavou,686,"53,22",679,66,2,0,92,0,16,60,4,6,12,0,1,73,1,29,188,0,3,25,4,4,5,86,2
577910, Svitavy, Obec: Budislav,249,"66,76",249,19,0,0,9,0,37,19,1,3,0,0,0,16,0,9,75,0,0,31,1,0,0,28,1
577928, Svitavy, Obec: Bystré,851,"68,19",844,153,2,0,78,0,16,61,6,7,7,0,3,78,0,39,170,0,0,174,3,1,4,37,5
577936, Svitavy, Obec: Cerekvice nad Loučnou,414,"63,59",411,42,0,4,27,0,33,26,3,6,9,1,2,43,0,14,127,0,2,30,2,2,1,33,4
577944, Svitavy, Obec: Čistá,475,"61,45",472,37,1,1,24,1,32,46,4,10,4,2,0,49,0,15,145,0,1,37,1,0,1,57,4
572357, Svitavy, Obec: Desná,198,"75,57",197,5,1,0,6,0,48,7,1,2,1,0,0,24,0,3,49,0,0,39,2,0,0,8,1
577961, Svitavy, Obec: Dětřichov,136,"50,18",136,8,0,0,7,0,3,13,0,1,4,0,0,17,0,4,54,0,0,10,1,0,0,14,0
572683, Svitavy, Obec: Dětřichov u Moravské Třebové,99,"58,93",99,5,0,0,10,0,4,26,0,0,2,0,0,9,0,1,27,0,0,4,0,0,0,11,0
577987, Svitavy, Obec: Dlouhá Loučka,245,"54,93",242,5,0,0,18,0,1,38,2,2,2,0,1,12,0,3,118,0,1,9,2,0,1,27,0
577995, Svitavy, Obec: Dolní Újezd,857,607,607,73,1,2,27,0,64,47,12,4,3,0,0,58,0,22,155,0,0,72,2,4,0,54,0
577995, Svitavy, Obec: Dolní Újezd,729,521,521,42,0,0,37,0,59,19,6,9,6,1,0,42,0,20,96,1,0,133,2,0,0,40,1
574325, Svitavy, Obec: Gruna,111,"64,16",111,3,0,0,8,0,1,17,2,5,2,0,0,9,0,3,30,1,0,8,0,0,0,22,0
572284, Svitavy, Obec: Hartinkov,41,"82,00",40,4,0,0,0,0,0,4,4,0,0,0,0,5,0,0,13,1,0,1,3,0,0,5,0
578037, Svitavy, Obec: Hartmanice,177,"69,69",177,20,0,1,11,1,6,8,2,1,3,0,0,23,4,2,46,0,0,42,0,1,0,5,1
578053, Svitavy, Obec: Horky,72,"78,26",72,5,0,0,3,0,14,2,0,1,2,0,1,12,0,0,15,0,0,4,2,0,0,11,0
572365, Svitavy, Obec: Horní Újezd,230,"69,91",230,13,0,0,14,0,40,5,6,5,8,0,0,11,0,8,37,0,0,70,0,0,0,13,0
572691, Svitavy, Obec: Hradec nad Svitavou,756,"56,17",751,36,4,0,77,0,21,90,4,20,8,1,1,60,0,12,250,0,2,50,4,2,5,102,2
572730, Svitavy, Obec: Chmelík,104,"67,97",104,9,0,0,8,1,1,11,1,1,1,0,0,4,0,6,24,0,2,10,1,0,0,24,0
578096, Svitavy, Obec: Chornice,387,"53,97",385,29,1,0,34,0,19,42,1,8,6,0,0,56,1,3,88,1,2,28,1,0,3,60,2
578100, Svitavy, Obec: Chotěnov,74,"68,52",74,4,0,0,2,0,21,7,0,0,0,0,0,7,0,7,10,0,0,12,0,0,0,4,0
578118, Svitavy, Obec: Chotovice,71,"66,36",71,0,0,0,1,0,6,3,0,0,1,0,0,9,0,4,9,0,0,34,0,0,0,4,0
578126, Svitavy, Obec: Chrastavec,120,"67,80",120,5,0,0,21,1,6,12,0,3,1,0,0,14,0,0,30,1,1,7,1,0,0,15,2
578134, Svitavy, Obec: Janov,412,"54,21",410,41,0,0,34,1,20,29,10,16,9,0,1,43,0,14,118,0,1,39,3,1,2,26,2
578142, Svitavy, Obec: Janůvky,34,"73,91",34,0,0,0,2,1,1,6,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,9,1
578151, Svitavy, Obec: Jaroměřice,545,"55,27",543,37,0,1,64,0,17,68,4,7,1,0,2,39,0,16,188,0,2,41,7,0,1,47,1
578169, Svitavy, Obec: Jarošov,112,"81,16",112,6,1,0,9,0,12,8,0,1,0,0,0,13,0,9,26,0,0,17,0,0,0,10,0
572713, Svitavy, Obec: Javorník,215,"67,61",215,16,0,1,26,0,4,27,2,2,2,0,0,31,0,5,60,0,0,12,1,0,1,24,1
578185, Svitavy, Obec: Jedlová,479,"56,62",479,50,2,0,60,0,18,35,7,9,4,0,1,42,0,15,153,0,1,44,1,1,1,33,2
578193, Svitavy, Obec: Jevíčko,54,36,36,0,0,0,2,0,2,16,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,4,0
578193, Svitavy, Obec: Jevíčko,1 111,730,730,73,5,1,62,1,31,66,4,10,4,0,0,69,0,21,221,0,2,43,4,1,0,104,3
578193, Svitavy, Obec: Jevíčko,1 156,646,646,74,2,0,54,0,30,44,6,11,1,1,2,61,0,19,181,0,1,67,3,1,3,78,3
578207, Svitavy, Obec: Kamenec u Poličky,261,"62,14",259,33,0,1,22,0,7,13,5,1,4,0,0,15,0,7,70,0,0,49,1,0,1,28,2
578215, Svitavy, Obec: Kamenná Horka,157,"61,09",155,5,0,0,9,0,6,27,0,2,0,0,0,4,0,0,78,4,1,2,0,0,2,15,0
572748, Svitavy, Obec: Karle,165,"49,55",164,9,0,0,13,0,4,22,0,2,0,0,0,11,0,3,53,0,0,8,0,3,1,35,0
578231, Svitavy, Obec: Koclířov,333,"59,57",330,14,0,0,26,0,20,33,1,9,12,0,1,26,1,5,109,0,1,35,2,1,2,32,0
578258, Svitavy, Obec: Korouhev,424,"66,46",421,61,0,0,24,1,18,42,2,10,6,0,0,45,0,14,117,1,0,39,6,2,2,29,2
578266, Svitavy, Obec: Koruna,59,"53,64",57,2,0,0,2,1,1,7,1,1,1,0,0,2,0,0,21,0,1,1,0,0,2,14,0
578274, Svitavy, Obec: Křenov,175,"54,18",175,10,0,0,14,0,2,27,1,3,4,0,0,10,0,4,66,1,0,5,0,0,1,27,0
572594, Svitavy, Obec: Kukle,52,"80,00",52,7,1,0,1,0,6,0,1,1,3,0,0,10,0,1,17,0,0,2,0,0,0,2,0
578282, Svitavy, Obec: Kunčina,812,412,412,36,4,0,24,0,15,38,1,4,4,0,0,40,0,5,163,1,1,21,2,3,0,48,2
578282, Svitavy, Obec: Kunčina,292,165,165,15,0,0,16,0,4,19,0,0,2,0,0,18,0,7,58,0,0,9,0,0,0,17,0
578291, Svitavy, Obec: Květná,184,"58,04",184,13,0,0,20,0,7,12,1,3,1,1,0,21,0,1,50,1,3,22,0,1,0,27,0
578304, Svitavy, Obec: Lavičné,64,"64,00",64,3,0,0,6,0,0,13,0,1,0,0,0,4,0,0,22,0,0,3,0,0,0,12,0
578339, Svitavy, Obec: Linhartice,327,"63,25",325,19,1,0,25,0,4,42,5,4,9,0,0,32,2,8,110,0,0,13,0,1,2,48,0
578347, Svitavy, Obec: Litomyšl,1 376,897,895,134,1,0,49,0,52,51,14,9,14,0,0,92,1,64,247,1,2,85,3,2,0,69,0
578347, Svitavy, Obec: Litomyšl,692,459,459,73,0,0,38,0,14,31,3,9,6,3,0,46,3,33,106,1,1,47,6,0,1,38,0
578347, Svitavy, Obec: Litomyšl,619,287,286,48,0,0,17,0,15,18,6,2,6,0,0,30,0,23,77,1,0,20,0,1,0,16,1
578347, Svitavy, Obec: Litomyšl,273,159,159,37,0,0,6,0,7,6,0,1,1,0,0,17,0,10,41,0,0,16,5,0,0,12,0
578347, Svitavy, Obec: Litomyšl,730,503,503,92,0,0,32,1,16,28,9,2,4,0,0,63,0,39,127,3,0,43,3,1,0,39,0
578347, Svitavy, Obec: Litomyšl,510,351,351,68,0,0,19,0,12,15,7,7,2,0,1,36,0,34,71,0,1,48,1,1,0,25,1
578347, Svitavy, Obec: Litomyšl,700,494,494,88,0,2,29,1,24,21,3,2,11,0,2,56,0,49,98,0,1,58,4,1,0,41,1
578347, Svitavy, Obec: Litomyšl,989,716,716,129,0,1,27,1,38,31,8,2,10,0,1,79,1,63,186,0,0,80,0,3,0,53,1
578347, Svitavy, Obec: Litomyšl,958,641,641,98,1,1,55,2,17,30,11,7,5,0,2,70,2,50,158,0,2,40,1,3,0,81,0
578347, Svitavy, Obec: Litomyšl,412,304,304,71,1,0,13,0,14,13,8,2,2,0,0,41,0,26,64,0,0,19,3,0,0,25,0
578347, Svitavy, Obec: Litomyšl,224,156,156,14,1,0,13,0,13,8,4,3,5,0,0,8,1,3,29,2,0,32,0,0,0,17,2
578347, Svitavy, Obec: Litomyšl,100,55,55,5,0,0,5,0,0,6,0,1,1,0,0,4,0,2,20,0,0,2,0,0,0,7,2
578347, Svitavy, Obec: Litomyšl,70,44,44,1,0,0,3,0,1,1,0,0,0,0,0,2,0,1,24,0,0,3,0,0,0,8,0
578347, Svitavy, Obec: Litomyšl,194,129,129,18,0,0,3,0,6,13,0,2,1,0,0,16,1,3,27,0,0,16,0,1,0,21,0
578347, Svitavy, Obec: Litomyšl,122,70,70,10,0,0,3,0,2,0,4,1,2,0,0,10,1,4,17,0,1,6,3,0,0,6,0
578347, Svitavy, Obec: Litomyšl,92,63,63,7,0,0,1,0,3,3,0,0,1,0,0,9,0,7,20,0,0,0,0,0,2,10,0
578347, Svitavy, Obec: Litomyšl,92,63,63,7,0,0,1,0,3,3,0,0,1,0,0,9,0,7,20,0,0,0,0,0,2,10,0
578355, Svitavy, Obec: Lubná,581,"71,91",575,50,4,0,27,0,46,46,4,2,10,0,0,65,0,14,120,2,0,132,3,0,1,49,0
578363, Svitavy, Obec: Makov,186,"73,81",185,10,0,0,2,2,19,10,3,2,1,1,1,14,2,6,51,0,0,51,0,0,2,8,0
578371, Svitavy, Obec: Malíkov,47,"61,04",47,1,0,0,6,0,1,12,0,0,0,1,0,0,0,1,23,0,0,1,0,0,0,1,0
578380, Svitavy, Obec: Městečko Trnávka,41,26,26,0,0,0,4,0,1,3,0,0,0,0,0,2,0,0,11,0,0,3,0,0,0,2,0
578380, Svitavy, Obec: Městečko Trnávka,115,74,74,2,0,0,13,0,3,5,1,0,0,0,0,6,0,2,15,0,0,9,0,0,1,17,0
578380, Svitavy, Obec: Městečko Trnávka,756,459,458,20,0,0,50,0,9,82,6,1,6,1,1,42,0,18,149,1,1,30,1,0,3,36,1
578380, Svitavy, Obec: Městečko Trnávka,54,31,31,1,0,0,6,0,0,6,1,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0
578380, Svitavy, Obec: Městečko Trnávka,40,29,29,6,0,0,3,0,0,6,0,0,0,0,0,1,0,1,8,0,0,1,0,0,0,3,0
578380, Svitavy, Obec: Městečko Trnávka,74,45,45,1,0,0,2,0,0,4,0,0,0,0,0,3,0,0,13,0,2,7,1,1,0,11,0
578380, Svitavy, Obec: Městečko Trnávka,42,29,29,1,0,0,1,0,0,4,0,1,0,0,0,3,0,0,15,0,0,3,0,0,0,1,0
578380, Svitavy, Obec: Městečko Trnávka,50,34,33,0,0,0,8,0,1,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0
578398, Svitavy, Obec: Mikuleč,124,"64,25",124,1,1,0,8,3,3,10,2,11,1,0,0,9,0,2,41,0,0,5,0,0,1,26,0
578401, Svitavy, Obec: Mladějov na Moravě,204,"57,30",202,8,1,1,18,0,13,31,1,1,1,0,0,17,0,1,80,0,0,8,0,0,1,19,1
578428, Svitavy, Obec: Morašice,450,309,307,23,1,0,11,0,48,17,4,6,3,0,0,30,0,11,102,0,0,21,5,1,0,22,1
578428, Svitavy, Obec: Morašice,133,100,100,9,0,0,2,0,6,3,0,0,1,1,0,16,0,3,25,0,0,19,0,1,0,14,0
578444, Svitavy, Obec: Moravská Třebová,932,542,541,35,1,0,52,0,14,59,5,5,9,1,1,41,0,12,198,0,1,33,5,0,1,58,0
578444, Svitavy, Obec: Moravská Třebová,864,506,506,43,3,0,67,0,18,51,7,2,5,0,0,40,0,4,153,1,1,20,6,1,6,72,3
578444, Svitavy, Obec: Moravská Třebová,697,453,453,39,0,0,47,0,16,46,5,6,3,0,0,53,1,15,134,0,1,31,2,2,0,47,3
578444, Svitavy, Obec: Moravská Třebová,231,142,142,6,0,0,21,0,6,12,0,5,3,0,0,16,0,0,55,1,0,5,0,0,3,9,0
578444, Svitavy, Obec: Moravská Třebová,792,554,554,53,1,2,57,0,19,70,5,2,7,2,0,58,2,20,164,1,0,30,0,0,0,60,0
578444, Svitavy, Obec: Moravská Třebová,616,323,323,33,0,1,29,0,12,42,3,8,8,0,0,25,0,6,93,0,0,6,0,1,3,53,0
578444, Svitavy, Obec: Moravská Třebová,459,274,274,28,1,0,23,0,11,31,3,3,4,0,0,26,0,9,89,0,1,13,0,1,0,30,1
578444, Svitavy, Obec: Moravská Třebová,572,291,291,4,2,0,29,0,6,44,2,3,2,1,0,25,1,3,102,1,3,14,0,0,1,46,1
578444, Svitavy, Obec: Moravská Třebová,645,368,368,18,1,0,53,0,5,40,4,4,6,1,0,23,0,9,117,0,0,42,2,2,2,35,1
578444, Svitavy, Obec: Moravská Třebová,682,421,421,39,0,0,45,0,16,60,1,3,9,0,0,50,2,9,124,0,2,18,1,0,2,39,0
578444, Svitavy, Obec: Moravská Třebová,1 058,360,359,33,6,1,43,3,6,31,5,2,12,0,0,35,0,15,95,0,0,15,1,0,1,53,2
578444, Svitavy, Obec: Moravská Třebová,714,485,485,56,0,0,49,1,15,48,7,7,1,1,0,39,0,15,153,0,0,23,1,1,0,65,2
578444, Svitavy, Obec: Moravská Třebová,169,99,99,7,0,0,17,1,0,26,1,1,2,0,0,2,0,2,22,0,1,9,0,0,0,7,1
578452, Svitavy, Obec: Nedvězí,138,"75,00",138,13,0,0,13,0,12,7,1,2,0,0,0,11,0,2,47,0,1,24,0,0,0,4,1
580694, Svitavy, Obec: Němčice,555,376,367,18,3,1,15,0,49,32,1,3,10,2,1,26,0,10,110,0,2,24,1,0,0,57,1
580694, Svitavy, Obec: Němčice,196,130,130,4,0,0,8,0,13,11,0,2,4,0,0,15,0,14,28,0,2,13,0,2,0,12,2
572608, Svitavy, Obec: Nová Sídla,120,"67,04",120,5,1,0,6,0,12,5,2,2,2,0,0,9,0,5,46,1,0,13,1,0,0,10,0
572438, Svitavy, Obec: Nová Ves u Jarošova,36,"66,67",36,5,0,0,2,0,1,1,2,1,0,0,0,2,0,0,10,0,0,6,0,0,1,5,0
578479, Svitavy, Obec: Oldřiš,347,"65,10",346,25,4,1,24,2,18,20,0,3,1,0,0,19,1,15,100,1,0,76,3,0,2,31,0
578487, Svitavy, Obec: Opatov,491,"53,02",487,26,7,0,47,1,73,56,11,4,1,0,0,33,0,10,135,0,0,29,1,2,1,47,3
572721, Svitavy, Obec: Opatovec,341,"62,68",341,33,0,0,38,0,21,30,7,14,4,0,2,23,0,17,86,0,0,18,2,1,0,45,0
578509, Svitavy, Obec: Osík,593,"72,23",587,78,1,0,43,2,47,52,8,4,6,2,2,44,1,32,144,0,1,61,3,2,3,49,2
578550, Svitavy, Obec: Pohledy,150,"58,14",149,6,0,0,9,0,1,18,3,1,2,0,0,9,0,3,67,0,0,8,0,0,0,22,0
578576, Svitavy, Obec: Polička,702,457,457,90,0,0,37,0,7,39,7,6,7,0,0,35,0,20,128,0,2,31,5,0,0,37,1
