Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Česká národní fronta,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
599565, Nový Jičín, Obec: Kopřivnice,895,545,545,64,0,0,44,0,17,40,12,6,5,0,0,69,0,0,10,166,2,0,27,0,2,0,2,73,1
599565, Nový Jičín, Obec: Kopřivnice,1 070,595,595,46,1,3,49,0,13,51,7,8,7,1,2,74,0,1,10,188,1,2,31,1,4,2,0,88,2
599565, Nový Jičín, Obec: Kopřivnice,889,488,487,34,0,0,42,0,6,37,9,2,5,0,1,72,0,0,7,157,3,0,15,2,4,1,1,88,0
599565, Nový Jičín, Obec: Kopřivnice,859,620,620,65,0,1,48,0,10,29,4,4,8,1,0,61,0,0,14,172,2,0,115,0,2,2,2,76,0
599565, Nový Jičín, Obec: Kopřivnice,490,378,378,37,1,0,45,2,8,32,3,3,5,1,2,36,0,0,12,117,1,0,29,0,3,1,2,34,3
599565, Nový Jičín, Obec: Kopřivnice,599,403,403,33,0,1,34,3,5,24,2,3,2,0,3,32,0,0,4,124,0,2,80,0,3,1,0,47,0
599565, Nový Jičín, Obec: Kopřivnice,547,383,383,33,0,1,32,2,4,23,2,4,5,0,0,26,0,0,7,128,0,0,43,0,0,1,13,57,2
599565, Nový Jičín, Obec: Kopřivnice,1 070,595,595,46,1,3,49,0,13,51,7,8,7,1,2,74,0,1,10,188,1,2,31,1,4,2,0,88,2
599565, Nový Jičín, Obec: Kopřivnice,889,488,487,34,0,0,42,0,6,37,9,2,5,0,1,72,0,0,7,157,3,0,15,2,4,1,1,88,0
599565, Nový Jičín, Obec: Kopřivnice,859,620,620,65,0,1,48,0,10,29,4,4,8,1,0,61,0,0,14,172,2,0,115,0,2,2,2,76,0
599565, Nový Jičín, Obec: Kopřivnice,490,378,378,37,1,0,45,2,8,32,3,3,5,1,2,36,0,0,12,117,1,0,29,0,3,1,2,34,3
599565, Nový Jičín, Obec: Kopřivnice,599,403,403,33,0,1,34,3,5,24,2,3,2,0,3,32,0,0,4,124,0,2,80,0,3,1,0,47,0
599565, Nový Jičín, Obec: Kopřivnice,547,383,383,33,0,1,32,2,4,23,2,4,5,0,0,26,0,0,7,128,0,0,43,0,0,1,13,57,2
555312, Nový Jičín, Obec: Kujavy,198,"45,31",196,10,0,0,11,0,1,20,2,1,2,1,0,12,0,0,2,73,0,0,20,0,0,2,0,38,1
568546, Nový Jičín, Obec: Kunín,891,"59,36",883,75,1,0,62,1,14,77,13,9,10,1,2,58,0,3,30,297,0,0,60,0,3,1,0,161,5
500046, Nový Jičín, Obec: Libhošť,856,"64,90",854,62,0,0,78,2,16,73,13,5,11,0,1,74,0,0,9,328,1,0,63,0,6,1,1,108,2
599603, Nový Jičín, Obec: Lichnov,857,"67,64",851,69,2,2,71,1,18,69,11,6,10,3,1,76,0,2,14,307,0,1,93,0,4,0,1,90,0
599646, Nový Jičín, Obec: Luboměř,179,"58,50",179,5,0,0,12,0,11,19,0,0,2,0,0,22,0,1,3,48,0,0,31,0,1,0,0,24,0
568589, Nový Jičín, Obec: Mankovice,262,"54,47",259,12,1,0,28,0,4,37,7,4,0,0,0,25,0,0,2,75,0,0,26,0,0,0,0,35,3
599689, Nový Jičín, Obec: Mořkov,1 004,647,642,46,0,0,59,0,14,27,13,10,4,2,1,64,1,0,9,180,2,1,123,0,1,1,1,71,3
599689, Nový Jičín, Obec: Mořkov,1 011,643,641,42,0,0,43,0,19,41,11,5,5,0,2,70,0,0,18,192,0,2,104,0,4,3,1,71,2
568686, Nový Jičín, Obec: Mošnov,353,"59,83",353,26,2,0,25,0,5,48,4,14,1,0,2,20,0,1,3,116,0,2,14,0,2,0,0,65,3
599191, Nový Jičín, Obec: Nový Jičín,816,500,500,45,0,0,42,0,6,39,18,1,9,0,1,66,0,0,14,157,0,4,21,1,4,0,0,68,3
599191, Nový Jičín, Obec: Nový Jičín,882,537,537,27,0,0,42,0,9,43,16,11,7,0,0,45,0,0,21,205,2,1,33,0,3,0,1,68,1
599191, Nový Jičín, Obec: Nový Jičín,649,403,403,40,1,1,39,0,9,30,14,4,4,0,2,29,0,0,10,136,0,0,8,0,2,0,1,72,1
599191, Nový Jičín, Obec: Nový Jičín,1 098,666,666,66,0,0,58,0,15,42,21,0,7,0,3,72,0,0,23,213,1,1,38,0,2,0,0,102,1
599191, Nový Jičín, Obec: Nový Jičín,702,373,373,17,2,2,31,0,6,35,10,2,3,0,1,25,0,0,8,126,1,1,25,0,1,1,2,69,2
599191, Nový Jičín, Obec: Nový Jičín,688,446,445,46,1,0,36,0,8,22,14,4,8,0,0,54,0,0,22,124,0,0,32,0,3,1,0,68,1
599191, Nový Jičín, Obec: Nový Jičín,867,659,659,100,1,0,39,0,7,36,10,0,7,0,1,85,0,0,38,208,0,0,41,0,6,3,0,74,0
599191, Nový Jičín, Obec: Nový Jičín,962,671,671,88,2,0,57,1,23,34,25,3,5,2,1,62,0,0,21,224,0,0,43,0,4,0,0,67,1
599191, Nový Jičín, Obec: Nový Jičín,1 046,687,684,68,1,0,82,1,15,42,15,4,8,0,1,58,0,0,13,226,0,1,30,0,3,1,0,110,2
599191, Nový Jičín, Obec: Nový Jičín,1 669,385,385,54,0,2,32,2,7,26,14,0,6,1,1,44,0,0,12,86,0,1,21,0,2,0,1,72,0
599191, Nový Jičín, Obec: Nový Jičín,1 006,535,535,41,0,0,44,0,11,25,18,2,7,1,2,61,0,1,11,163,1,0,29,0,3,1,1,110,1
599191, Nový Jičín, Obec: Nový Jičín,1 092,666,666,60,1,1,53,1,16,45,11,5,8,1,0,69,0,0,18,226,1,0,57,0,0,2,2,88,0
599191, Nový Jičín, Obec: Nový Jičín,962,519,519,39,0,0,39,0,11,24,21,2,13,0,1,73,0,0,18,188,0,0,12,0,3,0,0,73,0
599191, Nový Jičín, Obec: Nový Jičín,798,474,474,36,0,1,53,0,10,40,10,5,4,0,1,44,0,1,11,165,0,1,13,0,1,0,0,72,0
599191, Nový Jičín, Obec: Nový Jičín,849,466,465,33,0,0,49,0,3,29,11,3,11,0,4,34,0,0,6,161,1,0,29,0,0,2,1,85,1
599191, Nový Jičín, Obec: Nový Jičín,862,503,503,42,0,0,55,1,12,44,7,5,6,0,1,44,0,0,5,181,0,0,25,0,1,1,0,72,0
599191, Nový Jičín, Obec: Nový Jičín,323,230,230,5,0,0,9,0,5,20,7,4,3,1,0,11,0,0,6,115,0,0,12,0,0,0,0,31,0
599191, Nový Jičín, Obec: Nový Jičín,150,102,102,6,0,0,7,0,0,10,4,0,0,0,1,27,0,0,2,17,0,0,13,0,0,0,0,14,1
599191, Nový Jičín, Obec: Nový Jičín,1 194,705,705,56,0,0,59,2,17,43,15,4,16,0,0,84,0,0,12,230,3,1,46,0,1,2,0,110,2
599191, Nový Jičín, Obec: Nový Jičín,1 135,575,574,21,0,1,54,1,11,39,19,4,14,0,1,68,0,0,8,173,3,0,24,0,3,0,1,121,3
599191, Nový Jičín, Obec: Nový Jičín,394,259,259,13,0,0,22,0,5,18,8,1,7,0,0,19,0,0,11,88,0,0,28,0,3,2,1,29,4
599191, Nový Jičín, Obec: Nový Jičín,1 026,614,614,51,1,1,51,1,17,47,13,2,7,0,2,53,0,0,15,199,0,0,70,0,2,0,0,79,1
599191, Nový Jičín, Obec: Nový Jičín,862,503,503,42,0,0,55,1,12,44,7,5,6,0,1,44,0,0,5,181,0,0,25,0,1,1,0,72,0
599191, Nový Jičín, Obec: Nový Jičín,323,230,230,5,0,0,9,0,5,20,7,4,3,1,0,11,0,0,6,115,0,0,12,0,0,0,0,31,0
599191, Nový Jičín, Obec: Nový Jičín,150,102,102,6,0,0,7,0,0,10,4,0,0,0,1,27,0,0,2,17,0,0,13,0,0,0,0,14,1
599191, Nový Jičín, Obec: Nový Jičín,1 194,705,705,56,0,0,59,2,17,43,15,4,16,0,0,84,0,0,12,230,3,1,46,0,1,2,0,110,2
599191, Nový Jičín, Obec: Nový Jičín,1 135,575,574,21,0,1,54,1,11,39,19,4,14,0,1,68,0,0,8,173,3,0,24,0,3,0,1,121,3
599191, Nový Jičín, Obec: Nový Jičín,394,259,259,13,0,0,22,0,5,18,8,1,7,0,0,19,0,0,11,88,0,0,28,0,3,2,1,29,4
599191, Nový Jičín, Obec: Nový Jičín,1 026,614,614,51,1,1,51,1,17,47,13,2,7,0,2,53,0,0,15,199,0,0,70,0,2,0,0,79,1
599701, Nový Jičín, Obec: Odry,1 487,695,695,95,0,0,54,0,9,69,9,2,5,1,0,81,1,2,35,219,0,1,38,0,5,0,1,65,0
599701, Nový Jičín, Obec: Odry,848,441,439,35,1,2,45,3,4,35,4,7,1,2,1,50,0,0,10,141,0,2,35,0,5,0,3,53,0
599701, Nový Jičín, Obec: Odry,930,545,545,32,0,0,49,0,4,64,10,3,8,0,0,44,0,0,11,234,0,0,33,0,2,0,2,48,0
599701, Nový Jičín, Obec: Odry,1 133,636,634,48,1,0,40,1,15,62,11,5,3,0,3,43,0,0,15,235,0,2,45,0,1,2,1,91,0
599701, Nový Jičín, Obec: Odry,112,73,73,4,1,0,8,0,1,7,1,0,8,0,0,3,0,0,1,15,0,0,12,0,0,0,0,10,0
599701, Nový Jičín, Obec: Odry,180,105,105,8,0,0,3,1,2,10,2,0,3,1,0,13,0,0,3,33,0,0,10,0,1,0,0,11,3
599701, Nový Jičín, Obec: Odry,417,228,228,18,1,1,16,0,4,16,3,3,5,0,0,16,0,0,4,75,0,0,33,0,0,1,0,30,0
599701, Nový Jičín, Obec: Odry,120,81,81,5,0,0,12,0,0,7,0,0,1,0,0,6,0,0,1,34,0,0,5,0,0,0,0,10,0
599701, Nový Jičín, Obec: Odry,141,63,63,9,0,0,7,0,0,13,0,1,0,0,0,9,0,0,0,11,0,0,2,0,0,0,0,11,0
599701, Nový Jičín, Obec: Odry,149,87,87,7,0,0,7,1,2,4,2,0,2,0,0,12,0,0,7,31,0,0,3,0,0,1,0,7,0
599701, Nový Jičín, Obec: Odry,168,96,96,5,0,0,6,0,2,4,0,0,1,0,0,8,0,0,3,32,0,0,14,0,0,0,0,19,1
599701, Nový Jičín, Obec: Odry,177,103,103,5,0,0,3,0,0,6,0,0,0,0,2,7,0,0,3,57,0,0,2,1,0,0,0,17,0
599743, Nový Jičín, Obec: Petřvald,1 302,901,901,89,2,1,65,3,16,82,11,5,14,2,0,85,1,0,18,288,1,0,89,1,1,2,5,111,7
599743, Nový Jičín, Obec: Petřvald,168,109,109,5,0,0,12,0,6,6,0,0,1,0,0,5,0,0,2,39,0,0,12,0,1,0,1,19,0
599808, Nový Jičín, Obec: Příbor,984,440,440,37,1,2,41,0,10,33,7,4,10,1,1,42,0,1,18,134,1,0,41,0,1,2,2,46,3
599808, Nový Jičín, Obec: Příbor,863,549,549,61,1,0,56,1,7,36,8,1,5,1,1,47,0,0,17,183,0,1,50,1,5,4,0,58,5
599808, Nový Jičín, Obec: Příbor,785,495,495,33,0,0,57,0,5,61,11,6,9,0,3,67,0,0,11,141,2,1,27,0,3,0,1,55,0
599808, Nový Jičín, Obec: Příbor,701,435,435,31,1,0,25,0,7,62,13,4,3,0,1,42,0,0,9,135,0,1,22,0,1,0,0,76,2
599808, Nový Jičín, Obec: Příbor,723,444,444,37,0,0,28,0,8,35,8,3,5,0,2,57,0,0,21,147,0,0,30,0,3,0,0,56,0
599808, Nový Jičín, Obec: Příbor,707,481,480,69,0,0,44,0,11,19,20,3,4,0,1,47,0,0,16,128,0,0,65,0,0,1,2,48,1
599808, Nový Jičín, Obec: Příbor,829,455,455,34,0,0,45,0,10,48,7,10,8,4,0,41,1,0,5,145,1,0,20,0,5,4,0,62,1
599808, Nový Jičín, Obec: Příbor,669,442,442,51,0,0,38,0,7,37,3,1,1,0,1,45,0,0,12,151,0,1,28,0,3,3,1,56,0
599808, Nový Jičín, Obec: Příbor,353,252,252,28,1,0,21,0,7,23,1,4,0,0,0,12,0,2,4,75,0,0,50,0,0,3,0,21,0
599808, Nový Jičín, Obec: Příbor,217,156,156,9,0,0,7,0,4,19,0,1,3,0,0,11,0,0,2,66,0,0,14,0,2,0,0,18,0
568775, Nový Jičín, Obec: Pustějov,566,"69,96",562,45,0,0,55,0,8,72,6,5,9,0,3,55,0,0,18,208,0,0,20,0,3,3,0,50,2
568554, Nový Jičín, Obec: Rybí,691,"70,80",689,74,2,0,31,1,18,44,7,7,14,0,0,93,1,0,17,199,0,1,107,1,1,4,0,63,4
599832, Nový Jičín, Obec: Sedlnice,672,"55,40",669,49,1,0,45,1,14,72,7,9,18,3,1,66,0,0,15,212,2,0,28,0,5,1,1,114,5
568716, Nový Jičín, Obec: Skotnice,396,"64,50",392,30,1,1,21,0,9,40,4,1,5,1,0,39,0,0,14,120,0,1,19,0,0,1,1,82,2
568406, Nový Jičín, Obec: Slatina,390,"65,11",387,31,0,0,37,0,12,34,2,1,3,1,0,36,0,0,14,140,0,0,22,1,6,0,1,45,1
599867, Nový Jičín, Obec: Spálov,409,"58,68",402,16,0,0,24,1,14,18,4,5,1,0,0,33,0,2,6,125,1,0,83,0,1,1,2,65,0
599905, Nový Jičín, Obec: Starý Jičín,100,75,75,3,0,0,20,0,0,9,0,0,5,0,0,4,0,0,2,16,0,0,3,0,1,0,0,12,0
599905, Nový Jičín, Obec: Starý Jičín,110,65,65,3,3,0,8,0,1,7,1,0,1,0,0,1,0,0,2,14,0,0,16,0,0,1,0,7,0
599905, Nový Jičín, Obec: Starý Jičín,212,156,156,10,1,0,4,0,5,9,2,0,3,0,0,20,0,0,5,38,0,4,33,0,0,0,0,22,0
599905, Nový Jičín, Obec: Starý Jičín,210,157,157,10,0,0,15,0,3,7,4,0,2,0,2,11,0,1,4,55,0,0,29,0,0,0,0,13,0
599905, Nový Jičín, Obec: Starý Jičín,184,136,136,11,0,1,17,0,5,13,2,1,0,0,0,13,0,0,0,51,0,0,7,0,0,0,0,13,1
599905, Nový Jičín, Obec: Starý Jičín,176,112,112,7,0,0,8,0,5,3,5,1,2,0,0,10,0,0,0,34,0,0,29,0,0,0,0,8,0
599905, Nový Jičín, Obec: Starý Jičín,302,214,214,13,0,0,21,0,10,12,1,0,2,0,0,20,0,0,5,73,1,0,29,0,2,0,0,24,1
599905, Nový Jičín, Obec: Starý Jičín,929,647,647,69,1,0,63,0,11,51,12,1,14,0,2,42,0,0,20,181,0,3,96,0,1,1,1,69,0
599921, Nový Jičín, Obec: Studénka,1 273,831,829,57,0,1,63,2,23,69,14,7,11,1,1,83,0,3,24,283,0,3,63,0,10,4,1,99,2
599921, Nový Jičín, Obec: Studénka,1 201,768,768,71,1,1,55,1,26,71,23,3,3,2,0,79,0,1,27,245,0,0,49,0,6,1,0,98,1
599921, Nový Jičín, Obec: Studénka,915,482,482,35,1,0,29,1,10,46,6,3,3,1,0,43,0,0,16,155,0,0,24,0,4,1,1,99,2
599921, Nový Jičín, Obec: Studénka,867,547,547,54,0,2,34,1,11,52,7,2,8,0,2,43,0,0,11,209,0,1,35,0,0,0,0,71,1
599921, Nový Jičín, Obec: Studénka,1 026,550,549,26,0,0,58,0,5,59,3,8,6,0,3,47,1,4,8,179,0,0,24,1,5,0,2,103,0
599921, Nový Jičín, Obec: Studénka,933,527,526,32,0,0,45,0,7,40,8,11,1,1,0,26,1,1,10,214,0,2,25,0,1,1,2,91,4
599921, Nový Jičín, Obec: Studénka,1 517,621,620,34,0,0,45,1,18,52,13,6,6,0,3,47,0,0,11,248,1,3,16,1,3,1,0,109,0
599921, Nový Jičín, Obec: Studénka,189,96,96,7,0,0,4,0,1,13,1,2,0,0,0,4,0,0,2,33,0,1,15,0,0,0,0,12,0
599930, Nový Jičín, Obec: Suchdol nad Odrou,1 289,776,776,43,0,0,52,1,20,75,15,1,23,0,1,85,0,0,14,264,0,0,84,0,2,1,0,91,2
599930, Nový Jičín, Obec: Suchdol nad Odrou,810,406,405,21,0,0,42,0,9,34,4,2,14,0,1,19,0,1,6,168,0,1,17,0,0,0,1,60,3
554171, Nový Jičín, Obec: Šenov u Nového Jičína,1 037,"62,13",1 033,99,0,1,105,1,18,59,27,7,30,1,4,100,2,0,32,325,0,0,67,0,5,2,0,146,2
599948, Nový Jičín, Obec: Štramberk,609,315,315,24,1,1,29,0,3,29,4,1,2,1,0,34,0,0,6,99,2,1,9,0,5,0,0,63,1
599948, Nový Jičín, Obec: Štramberk,601,355,355,35,0,0,21,0,13,34,7,8,0,0,0,46,0,0,4,110,1,0,19,0,5,1,2,46,0
599948, Nový Jičín, Obec: Štramberk,883,583,583,77,1,2,39,1,21,27,13,1,4,0,2,62,0,2,10,165,0,0,73,0,8,2,0,70,3
599948, Nový Jičín, Obec: Štramberk,706,469,469,44,0,4,33,1,17,43,3,2,3,0,0,43,0,1,9,162,1,0,38,0,5,0,0,53,6
599956, Nový Jičín, Obec: Tichá,915,"66,06",908,83,3,1,71,1,27,72,16,9,3,4,3,66,0,0,24,289,2,9,89,1,4,1,3,126,1
599964, Nový Jičín, Obec: Tísek,495,"64,79",490,33,0,0,30,0,17,75,2,3,5,0,0,23,0,2,7,165,0,1,67,0,2,2,1,55,0
569755, Nový Jičín, Obec: Trnávka,371,"62,46",370,21,0,0,42,0,14,37,4,1,2,1,1,20,0,0,14,148,0,0,8,0,5,4,3,45,0
599999, Nový Jičín, Obec: Trojanovice,472,319,318,26,1,0,12,1,8,22,11,2,7,0,1,33,0,0,13,94,1,0,33,0,4,0,1,46,0
599999, Nový Jičín, Obec: Trojanovice,1 574,1 021,1 021,112,0,0,67,1,32,51,17,6,9,1,3,102,0,3,36,370,4,2,85,0,7,1,3,104,3
568422, Nový Jičín, Obec: Velké Albrechtice,540,"60,34",532,31,0,1,42,0,21,47,7,5,2,0,1,53,1,0,4,236,1,2,17,0,2,0,1,54,4
500259, Nový Jičín, Obec: Veřovice,952,"58,44",948,49,0,1,103,1,25,63,21,13,8,1,1,97,0,2,10,283,1,0,126,0,8,7,1,127,0
554910, Nový Jičín, Obec: Vražné,410,"59,59",406,16,0,1,24,2,0,34,11,4,4,0,0,30,0,0,3,162,0,1,37,0,1,0,5,70,1
569747, Nový Jičín, Obec: Vrchy,118,"65,92",118,0,0,0,8,0,0,13,0,2,1,0,0,9,0,0,1,47,0,0,10,0,0,0,1,26,0
568473, Nový Jičín, Obec: Závišice,572,"72,22",568,57,0,0,49,2,17,20,12,2,14,0,3,36,0,0,20,177,2,1,89,0,1,0,1,61,4
568732, Nový Jičín, Obec: Ženklava,487,"56,17",486,29,0,0,37,0,14,39,7,3,2,1,1,61,0,1,10,157,4,1,30,0,5,1,2,77,4
547000, Nový Jičín, Obec: Životice u Nového Jičína,343,"65,21",340,22,0,0,24,0,0,32,6,2,4,1,0,35,0,0,3,101,1,1,42,1,2,2,0,61,0
512974, Opava, Obec: Bělá,379,"67,80",375,22,0,0,27,1,9,15,3,8,5,1,1,18,0,1,15,150,0,1,30,0,3,0,1,63,1
506192, Opava, Obec: Bohuslavice,908,"65,80",905,48,3,1,48,0,20,32,3,6,9,1,2,82,0,1,47,349,0,0,141,0,3,1,0,106,2
506214, Opava, Obec: Bolatice,1 410,894,893,35,0,3,50,0,16,41,6,4,2,1,0,78,0,0,159,354,0,0,39,0,4,1,2,85,4
506214, Opava, Obec: Bolatice,1 571,1 015,1 015,48,1,0,59,1,18,44,9,4,11,0,0,66,0,0,192,330,0,3,70,0,2,3,1,145,1
506214, Opava, Obec: Bolatice,552,400,400,16,0,0,17,0,7,16,3,3,12,0,0,21,0,0,66,160,1,1,16,0,1,0,0,60,0
554197, Opava, Obec: Branka u Opavy,593,"66,85",589,37,0,0,60,0,12,59,0,1,4,1,1,60,0,2,19,227,0,2,30,0,2,0,0,70,2
553107, Opava, Obec: Bratříkovice,75,"60,48",74,2,0,1,7,0,2,10,0,0,0,0,0,8,0,0,1,23,0,0,4,0,1,0,1,14,0
506320, Opava, Obec: Brumovice,748,454,454,28,0,0,56,0,20,40,2,4,12,0,0,46,0,0,4,164,0,0,9,0,1,1,0,62,1
506320, Opava, Obec: Brumovice,328,216,216,14,0,0,24,0,14,34,2,1,1,0,0,19,0,1,3,64,0,4,7,0,2,0,0,22,0
506320, Opava, Obec: Brumovice,146,67,67,4,0,0,5,0,3,9,0,2,2,0,1,1,0,0,0,30,0,1,0,0,0,0,0,9,0
506451, Opava, Obec: Březová,442,287,287,18,0,0,28,0,6,19,3,2,0,0,0,23,0,0,2,128,0,0,29,0,1,1,0,26,1
506451, Opava, Obec: Březová,82,54,54,1,0,0,5,0,2,11,0,0,0,0,0,1,0,0,2,25,0,0,7,0,0,0,0,0,0
506451, Opava, Obec: Březová,138,116,116,1,0,0,4,0,3,12,0,0,0,0,0,8,0,0,2,50,0,0,18,0,0,0,0,17,0
506451, Opava, Obec: Březová,235,148,148,9,0,0,21,0,5,20,0,3,1,1,0,6,0,0,2,39,0,0,23,0,2,0,0,16,0
506451, Opava, Obec: Březová,204,146,146,2,0,0,5,0,8,20,2,2,1,0,0,9,0,0,3,50,0,0,23,0,0,0,2,19,0
506460, Opava, Obec: Budišov nad Budišovkou,1 005,529,529,77,0,0,22,1,5,56,6,4,3,1,0,30,0,2,4,205,0,2,29,0,2,1,1,73,2
506460, Opava, Obec: Budišov nad Budišovkou,1 022,402,402,61,1,0,24,0,4,43,5,5,0,1,0,28,0,0,5,147,0,0,10,0,2,0,0,61,1
506460, Opava, Obec: Budišov nad Budišovkou,118,67,67,10,0,0,7,0,1,8,0,2,1,0,1,0,0,0,0,19,0,1,5,0,1,0,1,9,0
506460, Opava, Obec: Budišov nad Budišovkou,71,49,49,6,0,0,4,0,0,8,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,11,1
506460, Opava, Obec: Budišov nad Budišovkou,145,82,82,10,0,0,8,2,0,13,0,0,0,0,1,4,0,0,0,24,0,0,5,0,1,1,0,13,0
568261, Opava, Obec: Budišovice,390,"70,65",389,46,0,0,22,0,34,28,1,2,2,2,1,38,0,0,6,124,1,0,44,0,5,0,0,32,1
569950, Opava, Obec: Čermná ve Slezsku,106,"37,06",105,5,0,0,17,0,3,17,0,1,0,0,0,12,0,2,0,32,0,0,4,0,0,0,0,12,0
568228, Opava, Obec: Darkovice,742,"68,32",732,48,0,0,47,0,22,20,7,11,11,1,0,45,0,1,17,288,0,1,107,0,5,2,3,86,10
568236, Opava, Obec: Děhylov,414,"69,70",413,56,0,0,29,0,7,44,2,1,7,0,0,21,0,0,12,150,0,0,20,0,1,0,0,61,2
569895, Opava, Obec: Dobroslavice,440,"70,63",432,50,1,0,34,1,34,43,8,2,0,0,0,36,0,0,18,144,0,1,22,0,2,1,0,35,0
506702, Opava, Obec: Dolní Benešov,953,560,559,46,0,0,56,0,8,22,4,3,8,0,1,37,0,0,23,225,5,0,52,0,3,0,0,64,0
506702, Opava, Obec: Dolní Benešov,914,579,579,45,0,0,47,0,11,27,5,1,4,0,0,36,0,0,56,208,0,3,53,0,8,0,1,72,0
506702, Opava, Obec: Dolní Benešov,917,530,530,23,0,0,63,0,7,44,2,1,3,1,1,37,0,1,11,220,1,0,33,0,0,3,0,74,1
506702, Opava, Obec: Dolní Benešov,586,334,333,17,0,0,41,0,13,10,1,6,4,0,0,33,0,0,10,117,0,1,18,0,4,1,1,52,1
553051, Opava, Obec: Dolní Životice,531,"61,18",528,24,0,1,25,0,27,33,5,1,4,0,1,46,0,0,24,178,0,1,73,0,4,1,0,77,3
506753, Opava, Obec: Háj ve Slezsku,267,174,174,13,0,0,14,0,7,17,2,1,3,1,0,18,0,0,3,54,0,0,7,0,1,0,0,31,1
506753, Opava, Obec: Háj ve Slezsku,765,533,532,46,0,0,37,0,17,72,0,4,12,1,0,67,0,0,15,151,0,1,47,0,3,1,1,53,2
506753, Opava, Obec: Háj ve Slezsku,718,456,456,47,0,0,35,0,35,48,2,2,5,0,0,69,0,0,18,131,0,3,31,0,5,0,1,24,0
506753, Opava, Obec: Háj ve Slezsku,455,306,306,21,0,1,24,0,9,38,2,3,2,0,3,18,0,0,9,118,1,0,15,0,2,0,1,33,1
506753, Opava, Obec: Háj ve Slezsku,518,364,364,24,1,0,30,0,16,48,6,0,4,0,0,35,0,0,8,126,1,0,29,0,1,0,0,32,0
568210, Opava, Obec: Hať,943,568,568,32,0,0,28,0,22,33,4,10,4,1,0,49,0,0,21,219,0,3,72,0,0,3,1,64,2
568210, Opava, Obec: Hať,1 157,678,678,34,0,0,45,0,16,26,8,11,3,1,0,51,0,0,12,243,0,3,113,0,6,3,0,100,1
553093, Opava, Obec: Hlavnice,297,"58,46",293,15,0,0,16,0,8,29,3,5,1,1,1,21,0,2,6,135,0,2,14,0,1,0,1,32,0
568368, Opava, Obec: Hlubočec,296,"65,78",292,12,1,0,30,0,18,32,8,5,9,0,0,21,0,0,10,89,0,0,27,1,2,0,0,26,1
507016, Opava, Obec: Hlučín,1 383,514,514,37,0,0,26,1,17,24,8,3,4,0,0,47,0,1,45,173,0,2,40,0,5,0,0,76,4
507016, Opava, Obec: Hlučín,828,502,502,23,0,0,34,0,20,40,11,2,6,1,1,52,0,0,19,169,0,0,38,0,1,1,1,80,0
507016, Opava, Obec: Hlučín,1 061,624,624,51,0,1,47,3,15,48,8,4,17,0,1,45,0,0,28,223,0,2,25,0,3,1,0,95,3
507016, Opava, Obec: Hlučín,1 089,723,723,54,0,1,54,1,27,35,3,1,8,0,0,64,1,0,36,267,1,3,69,0,6,2,0,83,4
507016, Opava, Obec: Hlučín,1 250,871,871,76,2,0,74,2,37,35,9,13,10,0,0,84,0,0,32,323,0,1,73,0,3,3,0,83,5
507016, Opava, Obec: Hlučín,974,608,607,44,0,0,61,0,20,29,7,7,5,0,1,60,0,2,32,210,0,0,35,1,5,0,2,76,6
507016, Opava, Obec: Hlučín,1 096,679,679,65,0,0,68,3,27,39,15,1,11,1,2,39,0,0,25,232,0,0,57,0,1,1,3,81,2
507016, Opava, Obec: Hlučín,782,497,497,21,0,0,38,2,25,42,5,1,3,0,0,37,0,0,22,192,1,3,34,0,2,3,2,62,1
507016, Opava, Obec: Hlučín,743,464,464,40,1,0,68,0,12,30,6,2,9,0,0,20,1,0,11,161,1,3,35,0,3,0,1,53,3
507016, Opava, Obec: Hlučín,801,354,354,11,1,0,31,0,2,42,4,3,0,0,0,13,0,0,7,147,1,3,9,1,2,2,3,68,3
507016, Opava, Obec: Hlučín,820,393,392,22,1,0,41,0,3,25,5,4,1,2,0,19,0,2,19,147,0,1,8,0,1,0,3,85,2
507016, Opava, Obec: Hlučín,750,446,446,32,1,0,35,0,5,45,5,2,6,2,0,37,0,0,7,179,0,0,21,2,2,2,0,56,6
507105, Opava, Obec: Hněvošice,569,"68,39",556,39,0,1,40,0,8,9,5,2,9,0,0,44,0,0,47,210,0,3,67,0,2,0,0,67,3
507113, Opava, Obec: Holasovice,591,327,327,15,1,1,32,1,15,23,2,4,0,1,0,18,0,2,7,128,1,0,12,0,16,0,1,44,3
507113, Opava, Obec: Holasovice,337,196,196,7,0,0,18,0,3,15,3,2,0,0,0,16,0,0,4,82,0,1,7,0,7,0,0,25,0
